22-04-56.525000,"""Program init""" 
22-08-18.476000,[2] 67
22-08-18.476000,""""
22-08-18.479000,"""[RSP] Sensor: 1. RSSI: 59"""
22-08-18.481000,"""[RSP] Sensor: 2. RSSI: 79"""
22-08-18.484000,"""[RSP] Sensor: 3. RSSI: 60"""
22-08-18.491000,"""COUNT 1 1 1 0"
22-08-18.495000,[0] 53 64 0
22-08-18.496000,[1] 44 55
22-08-18.496000,[2] 66
22-08-18.497000,""""
22-08-18.499000,"""[RSP] Sensor: 2. RSSI: 72"""
22-08-18.501000,"""[RSP] Sensor: 3. RSSI: 59"""
22-08-18.503000,"""[RSP] Sensor: 4. RSSI: 90"""
22-08-18.506000,"""[RSP] Sensor: 1. RSSI: 59"""
22-08-18.512000,"""COUNT 1 1 1 1"
22-08-18.513000,[0] 0 0 61
22-08-18.514000,[1] 44 0
22-08-18.515000,[2] 65
22-08-18.515000,""""
22-08-18.518000,"""[RSP] Sensor: 2. RSSI: 70"""
22-08-18.521000,"""[RSP] Sensor: 3. RSSI: 60"""
22-08-18.524000,"""[RSP] Sensor: 4. RSSI: 94"""
22-08-18.526000,"""[RSP] Sensor: 1. RSSI: 60"""
22-08-18.529000,"""[RSP] Sensor: 2. RSSI: 68"""
22-08-18.533000,"""COUNT 1 2 1 1"
22-08-18.534000,[0] 53 64 61
22-08-18.535000,[1] 44 51
22-08-18.536000,[2] 63
22-08-18.537000,""""
22-08-18.539000,"""[RSP] Sensor: 3. RSSI: 59"""
22-08-18.542000,"""[RSP] Sensor: 4. RSSI: 96"""
22-08-18.544000,"""[RSP] Sensor: 1. RSSI: 60"""
22-08-18.548000,"""[RSP] Sensor: 2. RSSI: 67"""
22-08-18.551000,"""[RSP] Sensor: 3. RSSI: 59"""
22-08-18.552000,"""COUNT 1 1 2 1"
22-08-18.553000,[0] 55 63 0
22-08-18.554000,[1] 44 0
22-08-18.555000,[2] 62
22-08-18.556000,""""
22-08-18.558000,"""[RSP] Sensor: 4. RSSI: 95"""
22-08-18.562000,"""[RSP] Sensor: 1. RSSI: 60"""
22-08-18.565000,"""[RSP] Sensor: 2. RSSI: 67"""
22-08-18.567000,"""[RSP] Sensor: 3. RSSI: 59"""
22-08-18.570000,"""[RSP] Sensor: 4. RSSI: 91"""
22-08-18.572000,"""COUNT 1 1 1 2"
22-08-18.573000,[0] 55 64 0
22-08-18.574000,[1] 44 0
22-08-18.575000,[2] 61
22-08-18.576000,""""
22-08-18.578000,"""[RSP] Sensor: 1. RSSI: 60"""
22-08-18.581000,"""[RSP] Sensor: 2. RSSI: 66"""
22-08-18.584000,"""[RSP] Sensor: 3. RSSI: 59"""
22-08-18.587000,"""[RSP] Sensor: 4. RSSI: 89"""
22-08-18.591000,"""[RSP] Sensor: 1. RSSI: 60"""
22-08-18.594000,"""COUNT 2 1 1 1"
22-08-18.595000,[0] 56 63 0
22-08-18.596000,[1] 44 0
22-08-18.597000,[2] 60
22-08-18.597000,""""
22-08-18.600000,"""[RSP] Sensor: 1. RSSI: 60"""
22-08-18.602000,"""[RSP] Sensor: 2. RSSI: 65"""
22-08-18.605000,"""[RSP] Sensor: 3. RSSI: 59"""
22-08-18.608000,"""[RSP] Sensor: 4. RSSI: 89"""
22-08-18.613000,"""COUNT 1 1 1 1"
22-08-18.615000,[0] 56 64 60
22-08-18.616000,[1] 44 55
22-08-18.616000,[2] 60
22-08-18.617000,""""
22-08-18.619000,"""[RSP] Sensor: 1. RSSI: 60"""
22-08-18.622000,"""[RSP] Sensor: 2. RSSI: 65"""
22-08-18.625000,"""[RSP] Sensor: 3. RSSI: 59"""
22-08-18.628000,"""[RSP] Sensor: 4. RSSI: 92"""
22-08-18.633000,"""COUNT 1 1 1 1"
22-08-18.636000,[0] 57 64 60
22-08-18.636000,[1] 44 58
22-08-18.637000,[2] 60
22-08-18.637000,""""
22-08-18.640000,"""[RSP] Sensor: 2. RSSI: 65"""
22-08-18.643000,"""[RSP] Sensor: 3. RSSI: 59"""
22-08-18.645000,"""[RSP] Sensor: 4. RSSI: 94"""
22-08-18.648000,"""[RSP] Sensor: 1. RSSI: 59"""
22-08-18.652000,"""COUNT 1 1 1 1"
22-08-18.653000,[0] 0 0 72
22-08-18.654000,[1] 44 0
22-08-18.655000,[2] 60
22-08-18.655000,""""
22-08-18.658000,"""[RSP] Sensor: 3. RSSI: 59"""
22-08-18.663000,"""[RSP] Sensor: 1. RSSI: 59"""
22-08-18.668000,"""[RSP] Sensor: 2. RSSI: 65"""
22-08-18.673000,"""COUNT 1 1 1 0"
22-08-18.673000,[0] 57 65 0
22-08-18.674000,[1] 44 59
22-08-18.675000,[2] 60
22-08-18.675000,""""
22-08-18.678000,"""[RSP] Sensor: 4. RSSI: 94"""
22-08-18.681000,"""[RSP] Sensor: 1. RSSI: 60"""
22-08-18.683000,"""[RSP] Sensor: 2. RSSI: 64"""
22-08-18.687000,"""[RSP] Sensor: 3. RSSI: 59"""
22-08-18.692000,"""COUNT 1 1 1 1"
22-08-18.693000,[0] 57 64 60
22-08-18.694000,[1] 0 58
22-08-18.695000,[2] 60
22-08-18.695000,""""
22-08-18.698000,"""[RSP] Sensor: 4. RSSI: 94"""
22-08-18.701000,"""[RSP] Sensor: 1. RSSI: 60"""
22-08-18.704000,"""[RSP] Sensor: 2. RSSI: 63"""
22-08-18.707000,"""[RSP] Sensor: 3. RSSI: 59"""
22-08-18.710000,"""[RSP] Sensor: 4. RSSI: 91"""
22-08-18.712000,"""COUNT 1 1 1 2"
22-08-18.713000,[0] 56 64 0
22-08-18.714000,[1] 44 0
22-08-18.715000,[2] 60
22-08-18.715000,""""
22-08-18.718000,"""[RSP] Sensor: 1. RSSI: 60"""
22-08-18.721000,"""[RSP] Sensor: 2. RSSI: 63"""
22-08-18.724000,"""[RSP] Sensor: 3. RSSI: 58"""
22-08-18.729000,"""[RSP] Sensor: 1. RSSI: 60"""
22-08-18.732000,"""COUNT 2 1 1 0"
22-08-18.733000,[0] 56 64 0
22-08-18.734000,[1] 44 0
22-08-18.735000,[2] 60
22-08-18.735000,""""
22-08-18.738000,"""[RSP] Sensor: 1. RSSI: 60"""
22-08-18.741000,"""[RSP] Sensor: 2. RSSI: 62"""
22-08-18.743000,"""[RSP] Sensor: 3. RSSI: 58"""
22-08-18.747000,"""[RSP] Sensor: 4. RSSI: 87"""
22-08-18.751000,"""COUNT 1 1 1 1"
22-08-18.753000,[0] 55 64 60
22-08-18.754000,[1] 0 0
22-08-18.754000,[2] 60
22-08-18.755000,""""
22-08-18.757000,"""[RSP] Sensor: 1. RSSI: 60"""
22-08-18.760000,"""[RSP] Sensor: 2. RSSI: 62"""
22-08-18.763000,"""[RSP] Sensor: 3. RSSI: 59"""
22-08-18.766000,"""[RSP] Sensor: 4. RSSI: 87"""
22-08-18.772000,"""COUNT 1 1 1 1"
22-08-18.773000,[0] 54 65 59
22-08-18.775000,[1] 44 55
22-08-18.775000,[2] 60
22-08-18.776000,""""
22-08-18.778000,"""[RSP] Sensor: 2. RSSI: 62"""
22-08-18.782000,"""[RSP] Sensor: 3. RSSI: 59"""
22-08-18.784000,"""[RSP] Sensor: 4. RSSI: 86"""
22-08-18.787000,"""[RSP] Sensor: 1. RSSI: 60"""
22-08-18.791000,"""COUNT 1 1 1 1"
22-08-18.792000,[0] 0 0 58
22-08-18.793000,[1] 44 0
22-08-18.794000,[2] 60
22-08-18.795000,""""
22-08-18.797000,"""[RSP] Sensor: 3. RSSI: 59"""
22-08-18.800000,"""[RSP] Sensor: 4. RSSI: 87"""
22-08-18.803000,"""[RSP] Sensor: 1. RSSI: 60"""
22-08-18.807000,"""[RSP] Sensor: 2. RSSI: 61"""
22-08-18.811000,"""COUNT 1 1 1 1"
22-08-18.814000,[0] 52 0 0
22-08-18.815000,[1] 44 66
22-08-18.815000,[2] 62
22-08-18.816000,""""
22-08-18.817000,"""[RSP] Sensor: 3. RSSI: 59"""
22-08-18.820000,"""[RSP] Sensor: 4. RSSI: 87"""
22-08-18.823000,"""[RSP] Sensor: 1. RSSI: 60"""
22-08-18.826000,"""[RSP] Sensor: 2. RSSI: 60"""
22-08-18.829000,"""[RSP] Sensor: 3. RSSI: 59"""
22-08-18.832000,"""COUNT 1 1 2 1"
22-08-18.833000,[0] 0 0 57
22-08-18.834000,[1] 46 53
22-08-18.835000,[2] 63
22-08-18.835000,""""
22-08-18.838000,"""[RSP] Sensor: 4. RSSI: 87"""
22-08-18.841000,"""[RSP] Sensor: 1. RSSI: 60"""
22-08-18.843000,"""[RSP] Sensor: 2. RSSI: 60"""
22-08-18.847000,"""[RSP] Sensor: 3. RSSI: 60"""
22-08-18.850000,"""[RSP] Sensor: 4. RSSI: 87"""
22-08-18.852000,"""COUNT 1 1 1 2"
22-08-18.853000,[0] 51 0 0
22-08-18.854000,[1] 46 53
22-08-18.855000,[2] 64
22-08-18.855000,""""
22-08-18.858000,"""[RSP] Sensor: 1. RSSI: 60"""
22-08-18.861000,"""[RSP] Sensor: 2. RSSI: 59"""
22-08-18.864000,"""[RSP] Sensor: 3. RSSI: 59"""
22-08-18.867000,"""[RSP] Sensor: 4. RSSI: 87"""
22-08-18.870000,"""[RSP] Sensor: 1. RSSI: 60"""
22-08-18.873000,"""COUNT 2 1 1 1"
22-08-18.874000,[0] 51 63 0
22-08-18.875000,[1] 46 53
22-08-18.876000,[2] 64
22-08-18.876000,""""
22-08-18.879000,"""[RSP] Sensor: 1. RSSI: 60"""
22-08-18.882000,"""[RSP] Sensor: 2. RSSI: 58"""
22-08-18.884000,"""[RSP] Sensor: 3. RSSI: 59"""
22-08-18.888000,"""[RSP] Sensor: 4. RSSI: 85"""
22-08-18.892000,"""COUNT 1 1 1 1"
22-08-18.893000,[0] 51 62 56
22-08-18.894000,[1] 46 0
22-08-18.895000,[2] 64
22-08-18.896000,""""
22-08-18.898000,"""[RSP] Sensor: 1. RSSI: 60"""
22-08-18.901000,"""[RSP] Sensor: 2. RSSI: 58"""
22-08-18.904000,"""[RSP] Sensor: 3. RSSI: 59"""
22-08-18.907000,"""[RSP] Sensor: 4. RSSI: 86"""
22-08-18.913000,"""COUNT 1 1 1 1"
22-08-18.914000,[0] 51 62 56
22-08-18.915000,[1] 47 51
22-08-18.916000,[2] 65
22-08-18.916000,""""
22-08-18.918000,"""[RSP] Sensor: 2. RSSI: 59"""
22-08-18.921000,"""[RSP] Sensor: 3. RSSI: 59"""
22-08-18.924000,"""[RSP] Sensor: 4. RSSI: 87"""
22-08-18.927000,"""[RSP] Sensor: 1. RSSI: 60"""
22-08-18.931000,"""COUNT 1 1 1 1"
22-08-18.932000,[0] 0 0 56
22-08-18.933000,[1] 46 0
22-08-18.934000,[2] 65
22-08-18.935000,""""
22-08-18.937000,"""[RSP] Sensor: 3. RSSI: 59"""
22-08-18.940000,"""[RSP] Sensor: 4. RSSI: 87"""
22-08-18.944000,"""[RSP] Sensor: 1. RSSI: 60"""
22-08-18.948000,"""[RSP] Sensor: 2. RSSI: 61"""
22-08-18.952000,"""COUNT 1 1 1 1"
22-08-18.954000,[0] 54 61 56
22-08-18.955000,[1] 45 51
22-08-18.956000,[2] 66
22-08-18.956000,""""
22-08-18.959000,"""[RSP] Sensor: 3. RSSI: 59"""
22-08-18.965000,"""[RSP] Sensor: 4. RSSI: 87"""
22-08-18.966000,"""[RSP] Sensor: 2. RSSI: 62"""
22-08-18.968000,"""[RSP] Sensor: 3. RSSI: 59"""
22-08-18.973000,"""COUNT 0 1 2 1"
22-08-18.974000,[0] 55 61 0
22-08-18.975000,[1] 45 52
22-08-18.976000,[2] 66
22-08-18.976000,""""
22-08-18.979000,"""[RSP] Sensor: 4. RSSI: 87"""
22-08-18.982000,"""[RSP] Sensor: 1. RSSI: 60"""
22-08-18.984000,"""[RSP] Sensor: 2. RSSI: 64"""
22-08-18.988000,"""[RSP] Sensor: 3. RSSI: 59"""
22-08-18.990000,"""[RSP] Sensor: 4. RSSI: 87"""
22-08-18.992000,"""COUNT 1 1 1 2"
22-08-18.994000,[0] 56 0 0
22-08-18.995000,[1] 46 53
22-08-18.995000,[2] 66
22-08-18.996000,""""
22-08-18.998000,"""[RSP] Sensor: 1. RSSI: 60"""
22-08-19.001000,"""[RSP] Sensor: 2. RSSI: 64"""
22-08-19.004000,"""[RSP] Sensor: 3. RSSI: 59"""
22-08-19.008000,"""[RSP] Sensor: 4. RSSI: 87"""
22-08-19.010000,"""[RSP] Sensor: 1. RSSI: 60"""
22-08-19.014000,"""COUNT 2 1 1 1"
22-08-19.014000,[0] 57 62 0
22-08-19.016000,[1] 46 53
22-08-19.016000,[2] 66
22-08-19.017000,""""
22-08-19.019000,"""[RSP] Sensor: 1. RSSI: 60"""
22-08-19.022000,"""[RSP] Sensor: 2. RSSI: 64"""
22-08-19.025000,"""[RSP] Sensor: 3. RSSI: 59"""
22-08-19.029000,"""[RSP] Sensor: 4. RSSI: 87"""
22-08-19.033000,"""COUNT 1 1 1 1"
22-08-19.035000,[0] 57 62 55
22-08-19.036000,[1] 46 53
22-08-19.037000,[2] 66
22-08-19.037000,""""
22-08-19.040000,"""[RSP] Sensor: 1. RSSI: 60"""
22-08-19.043000,"""[RSP] Sensor: 2. RSSI: 63"""
22-08-19.045000,"""[RSP] Sensor: 3. RSSI: 59"""
22-08-19.048000,"""[RSP] Sensor: 4. RSSI: 87"""
22-08-19.052000,"""COUNT 1 1 1 1"
22-08-19.054000,[0] 57 61 55
22-08-19.055000,[1] 46 53
22-08-19.056000,[2] 67
22-08-19.056000,""""
22-08-19.059000,"""[RSP] Sensor: 2. RSSI: 63"""
22-08-19.061000,"""[RSP] Sensor: 3. RSSI: 59"""
22-08-19.064000,"""[RSP] Sensor: 4. RSSI: 87"""
22-08-19.067000,"""[RSP] Sensor: 1. RSSI: 60"""
22-08-19.071000,"""COUNT 1 1 1 1"
22-08-19.072000,[0] 0 61 55
22-08-19.073000,[1] 0 0
22-08-19.074000,[2] 71
22-08-19.074000,""""
22-08-19.077000,"""[RSP] Sensor: 3. RSSI: 59"""
22-08-19.080000,"""[RSP] Sensor: 4. RSSI: 87"""
22-08-19.083000,"""[RSP] Sensor: 1. RSSI: 60"""
22-08-19.087000,"""[RSP] Sensor: 2. RSSI: 62"""
22-08-19.093000,"""COUNT 1 1 1 1"
22-08-19.094000,[0] 57 61 55
22-08-19.095000,[1] 46 53
22-08-19.096000,[2] 67
22-08-19.097000,""""
22-08-19.098000,"""[RSP] Sensor: 3. RSSI: 59"""
22-08-19.102000,"""[RSP] Sensor: 4. RSSI: 87"""
22-08-19.104000,"""[RSP] Sensor: 1. RSSI: 60"""
22-08-19.107000,"""[RSP] Sensor: 2. RSSI: 62"""
22-08-19.116000,"""[RSP] Sensor: 3. RSSI: 59"""
22-08-19.116000,"""COUNT 1 1 2 1"
22-08-19.117000,[0] 57 61 0
22-08-19.118000,[1] 46 53
22-08-19.118000,[2] 67
22-08-19.119000,""""
22-08-19.120000,"""[RSP] Sensor: 4. RSSI: 87"""
22-08-19.121000,"""[RSP] Sensor: 1. RSSI: 60"""
22-08-19.124000,"""[RSP] Sensor: 2. RSSI: 62"""
22-08-19.127000,"""[RSP] Sensor: 3. RSSI: 59"""
22-08-19.130000,"""[RSP] Sensor: 4. RSSI: 89"""
22-08-19.133000,"""COUNT 1 1 1 2"
22-08-19.133000,[0] 58 0 0
22-08-19.135000,[1] 46 53
22-08-19.135000,[2] 66
22-08-19.136000,""""
22-08-19.138000,"""[RSP] Sensor: 1. RSSI: 60"""
22-08-19.142000,"""[RSP] Sensor: 2. RSSI: 62"""
22-08-19.144000,"""[RSP] Sensor: 3. RSSI: 59"""
22-08-19.147000,"""[RSP] Sensor: 4. RSSI: 88"""
22-08-19.151000,"""[RSP] Sensor: 1. RSSI: 60"""
22-08-19.153000,"""COUNT 2 1 1 1"
22-08-19.154000,[0] 58 60 0
22-08-19.155000,[1] 46 53
22-08-19.156000,[2] 66
22-08-19.156000,""""
22-08-19.159000,"""[RSP] Sensor: 1. RSSI: 60"""
22-08-19.161000,"""[RSP] Sensor: 2. RSSI: 62"""
22-08-19.164000,"""[RSP] Sensor: 3. RSSI: 59"""
22-08-19.167000,"""[RSP] Sensor: 4. RSSI: 88"""
22-08-19.172000,"""COUNT 1 1 1 1"
22-08-19.174000,[0] 58 61 55
22-08-19.175000,[1] 46 54
22-08-19.176000,[2] 65
22-08-19.176000,""""
22-08-19.178000,"""[RSP] Sensor: 1. RSSI: 60"""
22-08-19.185000,"""[RSP] Sensor: 4. RSSI: 87"""
22-08-19.190000,"""COUNT 1 0 0 1"
22-08-19.191000,[0] 0 0 55
22-08-19.192000,[1] 0 61
22-08-19.193000,[2] 0
22-08-19.193000,""""
22-08-19.201000,"""[RSP] Sensor: 4. RSSI: 88"""
22-08-19.206000,"""[RSP] Sensor: 1. RSSI: 60"""
22-08-19.210000,"""COUNT 1 0 0 1"
22-08-19.211000,[0] 0 0 55
22-08-19.212000,[1] 0 55
22-08-19.213000,[2] 0
22-08-19.214000,""""
22-08-19.218000,"""[RSP] Sensor: 4. RSSI: 88"""
22-08-19.229000,"""COUNT 0 0 0 1"
22-08-19.231000,[0] 0 0 0
22-08-19.232000,[1] 0 53
22-08-19.232000,[2] 0
22-08-19.233000,""""
22-08-19.235000,"""[RSP] Sensor: 4. RSSI: 87"""
22-08-19.239000,"""[RSP] Sensor: 1. RSSI: 60"""
22-08-19.250000,"""COUNT 1 0 0 1"
22-08-19.251000,[0] 0 0 0
22-08-19.252000,[1] 0 55
22-08-19.252000,[2] 0
22-08-19.253000,""""
22-08-19.255000,"""[RSP] Sensor: 4. RSSI: 85"""
22-08-19.258000,"""[RSP] Sensor: 1. RSSI: 60"""
22-08-19.268000,"""[RSP] Sensor: 4. RSSI: 85"""
22-08-19.270000,"""COUNT 1 0 0 2"
22-08-19.271000,[0] 0 0 0
22-08-19.272000,[1] 0 52
22-08-19.273000,[2] 0
22-08-19.274000,""""
22-08-19.276000,"""[RSP] Sensor: 1. RSSI: 60"""
22-08-19.285000,"""[RSP] Sensor: 4. RSSI: 84"""
22-08-19.288000,"""[RSP] Sensor: 1. RSSI: 60"""
22-08-19.292000,"""COUNT 2 0 0 1"
22-08-19.292000,[0] 0 0 55
22-08-19.294000,[1] 0 55
22-08-19.294000,[2] 0
22-08-19.295000,""""
22-08-19.301000,"""[RSP] Sensor: 4. RSSI: 83"""
22-08-19.310000,"""COUNT 0 0 0 1"
22-08-19.311000,[0] 0 0 55
22-08-19.312000,[1] 0 0
22-08-19.313000,[2] 0
22-08-19.313000,""""
22-08-19.315000,"""[RSP] Sensor: 1. RSSI: 60"""
22-08-19.318000,"""[RSP] Sensor: 2. RSSI: 62"""
22-08-19.321000,"""[RSP] Sensor: 3. RSSI: 59"""
22-08-19.325000,"""[RSP] Sensor: 4. RSSI: 83"""
22-08-19.332000,"""COUNT 1 1 1 1"
22-08-19.333000,[0] 58 61 56
22-08-19.334000,[1] 47 55
22-08-19.335000,[2] 62
22-08-19.336000,""""
22-08-19.338000,"""[RSP] Sensor: 3. RSSI: 59"""
22-08-19.341000,"""[RSP] Sensor: 4. RSSI: 83"""
22-08-19.351000,"""COUNT 0 0 1 1"
22-08-19.352000,[0] 0 60 56
22-08-19.353000,[1] 46 0
22-08-19.354000,[2] 61
22-08-19.355000,""""
22-08-19.357000,"""[RSP] Sensor: 3. RSSI: 59"""
22-08-19.370000,"""COUNT 0 0 1 0"
22-08-19.371000,[0] 0 0 0
22-08-19.372000,[1] 48 0
22-08-19.373000,[2] 0
22-08-19.373000,""""
22-08-19.375000,"""[RSP] Sensor: 3. RSSI: 60"""
22-08-19.378000,"""[RSP] Sensor: 4. RSSI: 84"""
22-08-19.387000,"""[RSP] Sensor: 3. RSSI: 60"""
22-08-19.390000,"""COUNT 0 0 2 1"
22-08-19.391000,[0] 0 0 0
22-08-19.392000,[1] 47 0
22-08-19.393000,[2] 60
22-08-19.394000,""""
22-08-19.396000,"""[RSP] Sensor: 4. RSSI: 84"""
22-08-19.403000,"""[RSP] Sensor: 3. RSSI: 60"""
22-08-19.407000,"""[RSP] Sensor: 4. RSSI: 85"""
22-08-19.410000,"""COUNT 0 0 1 2"
22-08-19.411000,[0] 0 0 0
22-08-19.412000,[1] 48 0
22-08-19.414000,[2] 59
22-08-19.414000,""""
22-08-19.416000,"""[RSP] Sensor: 2. RSSI: 62"""
22-08-19.424000,"""[RSP] Sensor: 4. RSSI: 86"""
22-08-19.431000,"""COUNT 0 1 0 1"
22-08-19.433000,[0] 0 0 0
22-08-19.434000,[1] 48 56
22-08-19.435000,[2] 59
22-08-19.435000,""""
22-08-19.438000,"""[RSP] Sensor: 2. RSSI: 61"""
22-08-19.440000,"""[RSP] Sensor: 3. RSSI: 60"""
22-08-19.443000,"""[RSP] Sensor: 4. RSSI: 87"""
22-08-19.451000,"""COUNT 0 1 1 1"
22-08-19.452000,[0] 0 0 0
22-08-19.453000,[1] 48 56
22-08-19.454000,[2] 59
22-08-19.455000,""""
22-08-19.458000,"""[RSP] Sensor: 4. RSSI: 87"""
22-08-19.469000,"""COUNT 0 0 0 1"
22-08-19.470000,[0] 0 0 0
22-08-19.471000,[1] 0 0
22-08-19.472000,[2] 0
22-08-19.473000,""""
22-08-19.476000,"""[RSP] Sensor: 1. RSSI: 60"""
22-08-19.479000,"""[RSP] Sensor: 2. RSSI: 61"""
22-08-19.481000,"""[RSP] Sensor: 3. RSSI: 60"""
22-08-19.485000,"""[RSP] Sensor: 4. RSSI: 87"""
22-08-19.492000,"""COUNT 1 1 1 1"
22-08-19.493000,[0] 58 60 58
22-08-19.494000,[1] 49 0
22-08-19.495000,[2] 58
22-08-19.495000,""""
22-08-19.498000,"""[RSP] Sensor: 2. RSSI: 62"""
22-08-19.500000,"""[RSP] Sensor: 3. RSSI: 60"""
22-08-19.503000,"""[RSP] Sensor: 4. RSSI: 87"""
22-08-19.507000,"""[RSP] Sensor: 1. RSSI: 60"""
22-08-19.511000,"""COUNT 1 1 1 1"
22-08-19.513000,[0] 0 0 57
22-08-19.514000,[1] 48 57
22-08-19.514000,[2] 58
22-08-19.515000,""""
22-08-19.517000,"""[RSP] Sensor: 2. RSSI: 61"""
22-08-19.520000,"""[RSP] Sensor: 3. RSSI: 60"""
22-08-19.524000,"""[RSP] Sensor: 4. RSSI: 85"""
22-08-19.528000,"""[RSP] Sensor: 1. RSSI: 60"""
22-08-19.530000,"""[RSP] Sensor: 2. RSSI: 62"""
22-08-19.533000,"""COUNT 1 2 1 1"
22-08-19.534000,[0] 58 59 58
22-08-19.535000,[1] 48 57
22-08-19.536000,[2] 57
22-08-19.537000,""""
22-08-19.539000,"""[RSP] Sensor: 3. RSSI: 60"""
22-08-19.546000,"""[RSP] Sensor: 4. RSSI: 84"""
22-08-19.547000,"""[RSP] Sensor: 1. RSSI: 60"""
22-08-19.549000,"""[RSP] Sensor: 2. RSSI: 62"""
22-08-19.551000,"""[RSP] Sensor: 3. RSSI: 59"""
22-08-19.552000,"""COUNT 1 1 2 1"
22-08-19.553000,[0] 59 58 0
22-08-19.555000,[1] 46 0
22-08-19.556000,[2] 57
22-08-19.557000,""""
22-08-19.559000,"""[RSP] Sensor: 4. RSSI: 83"""
22-08-19.562000,"""[RSP] Sensor: 1. RSSI: 60"""
22-08-19.564000,"""[RSP] Sensor: 2. RSSI: 62"""
22-08-19.568000,"""[RSP] Sensor: 3. RSSI: 59"""
22-08-19.571000,"""COUNT 1 1 1 1"
22-08-19.574000,[0] 60 58 0
22-08-19.575000,[1] 46 0
22-08-19.576000,[2] 57
22-08-19.577000,""""
22-08-19.578000,"""[RSP] Sensor: 1. RSSI: 60"""
22-08-19.581000,"""[RSP] Sensor: 2. RSSI: 62"""
22-08-19.584000,"""[RSP] Sensor: 3. RSSI: 59"""
22-08-19.587000,"""[RSP] Sensor: 4. RSSI: 81"""
22-08-19.590000,"""[RSP] Sensor: 1. RSSI: 60"""
22-08-19.592000,"""COUNT 2 1 1 1"
22-08-19.594000,[0] 60 58 0
22-08-19.596000,[1] 45 0
22-08-19.597000,[2] 57
22-08-19.597000,""""
22-08-19.599000,"""[RSP] Sensor: 1. RSSI: 60"""
22-08-19.602000,"""[RSP] Sensor: 2. RSSI: 61"""
22-08-19.604000,"""[RSP] Sensor: 3. RSSI: 59"""
22-08-19.607000,"""[RSP] Sensor: 4. RSSI: 81"""
22-08-19.612000,"""COUNT 1 1 1 1"
22-08-19.614000,[0] 60 58 56
22-08-19.615000,[1] 0 0
22-08-19.616000,[2] 57
22-08-19.616000,""""
22-08-19.618000,"""[RSP] Sensor: 3. RSSI: 59"""
22-08-19.621000,"""[RSP] Sensor: 4. RSSI: 81"""
22-08-19.626000,"""[RSP] Sensor: 1. RSSI: 60"""
22-08-19.631000,"""COUNT 1 0 1 1"
22-08-19.632000,[0] 0 58 56
22-08-19.633000,[1] 0 58
22-08-19.634000,[2] 57
22-08-19.634000,""""
22-08-19.637000,"""[RSP] Sensor: 3. RSSI: 59"""
22-08-19.640000,"""[RSP] Sensor: 4. RSSI: 81"""
22-08-19.643000,"""[RSP] Sensor: 1. RSSI: 60"""
22-08-19.646000,"""[RSP] Sensor: 2. RSSI: 60"""
22-08-19.652000,"""COUNT 1 1 1 1"
22-08-19.653000,[0] 59 59 57
22-08-19.654000,[1] 46 0
22-08-19.655000,[2] 58
22-08-19.656000,""""
22-08-19.658000,"""[RSP] Sensor: 3. RSSI: 59"""
22-08-19.661000,"""[RSP] Sensor: 4. RSSI: 80"""
22-08-19.664000,"""[RSP] Sensor: 1. RSSI: 60"""
22-08-19.668000,"""[RSP] Sensor: 2. RSSI: 61"""
22-08-19.671000,"""[RSP] Sensor: 3. RSSI: 59"""
22-08-19.673000,"""COUNT 1 1 2 1"
22-08-19.673000,[0] 59 59 0
22-08-19.674000,[1] 46 0
22-08-19.676000,[2] 58
22-08-19.676000,""""
22-08-19.679000,"""[RSP] Sensor: 4. RSSI: 80"""
22-08-19.681000,"""[RSP] Sensor: 1. RSSI: 60"""
22-08-19.684000,"""[RSP] Sensor: 2. RSSI: 61"""
22-08-19.687000,"""[RSP] Sensor: 3. RSSI: 59"""
22-08-19.690000,"""[RSP] Sensor: 4. RSSI: 80"""
22-08-19.692000,"""COUNT 1 1 1 2"
22-08-19.693000,[0] 60 0 0
22-08-19.694000,[1] 46 63
22-08-19.695000,[2] 58
22-08-19.696000,""""
22-08-19.698000,"""[RSP] Sensor: 1. RSSI: 60"""
22-08-19.701000,"""[RSP] Sensor: 2. RSSI: 62"""
22-08-19.703000,"""[RSP] Sensor: 3. RSSI: 60"""
22-08-19.707000,"""[RSP] Sensor: 4. RSSI: 79"""
22-08-19.710000,"""[RSP] Sensor: 1. RSSI: 60"""
22-08-19.713000,"""COUNT 2 1 1 1"
22-08-19.714000,[0] 60 59 57
22-08-19.715000,[1] 46 64
22-08-19.716000,[2] 58
22-08-19.717000,""""
22-08-19.719000,"""[RSP] Sensor: 2. RSSI: 62"""
22-08-19.723000,"""[RSP] Sensor: 3. RSSI: 60"""
22-08-19.726000,"""[RSP] Sensor: 4. RSSI: 79"""
22-08-19.729000,"""[RSP] Sensor: 1. RSSI: 60"""
22-08-19.732000,"""[RSP] Sensor: 2. RSSI: 62"""
22-08-19.734000,"""COUNT 1 2 1 1"
22-08-19.735000,[0] 61 59 0
22-08-19.736000,[1] 46 64
22-08-19.737000,[2] 58
22-08-19.737000,""""
22-08-19.740000,"""[RSP] Sensor: 1. RSSI: 60"""
22-08-19.743000,"""[RSP] Sensor: 4. RSSI: 78"""
22-08-19.746000,"""[RSP] Sensor: 3. RSSI: 60"""
22-08-19.749000,"""[RSP] Sensor: 2. RSSI: 62"""
22-08-19.753000,"""COUNT 1 1 1 1"
22-08-19.755000,[0] 61 59 55
